,norisk d* len,norisk d* t,opp path d* len,opp ctr d*,opp d* t,av path d* len,av ctr d*,av d* t,med path d* len,med ctr d*,med d* t,norisk a* len,norisk a* t,opp path a* len,opp ctr a*,opp a* t,av path a* len,av ctr a*,av a* t,med path a* len,med ctr a*,med a* t
86,15,0.0014590070000082278,15,2,0.23378877800000453,17,0,0.0020558039999940547,17,0,0.0020791309999879104,15,0.0029970899999938183,15,0,0.003676651000006359,17,0,0.003328608999993321,17,0,0.003781587999995395
87,46,0.022127797999999643,46,2,0.19128958199999602,70,2,0.25812730900000247,48,0,0.03173048200000039,46,0.019251193999991756,76,10,0.23643970000000536,70,0,0.057027758000003814,52,2,0.04175679700000501
88,50,0.040651707000009196,50,0,0.04558483700000693,86,0,0.18603586000000405,58,2,0.039800161000002277,50,0.05610126500000945,59,3,0.1434834699999925,91,1,0.5140506759999965,55,1,0.1198549430000071
89,34,0.0068245279999956665,34,2,0.2419492079999941,44,0,0.4320038169999947,44,0,0.07738662499998838,34,0.018151166000009766,58,8,0.04575123300000428,46,0,0.021302296000001775,37,1,0.06377585299999566
90,15,0.002425091999995743,15,0,0.00208649999999011,15,0,0.00208785799999589,15,0,0.0020976429999990387,15,0.0016953749999970569,15,0,0.0020360549999907107,15,0,0.0011759799999992993,15,0,0.0011717019999935019
91,72,0.12973545100000194,72,4,0.3776855539999957,78,1,0.1149169270000101,78,1,0.11679440999999713,72,0.06380005999999128,99,13,1.0227952249999959,78,0,0.10755138400000419,72,0,0.13374276600001167
92,24,0.007736304000005134,24,2,0.01474005600000794,24,0,0.5764298839999924,24,0,0.02848619099999894,24,0.002436946000003104,24,0,0.0028823060000036094,24,0,0.0030726970000074516,26,2,0.008460927999990986
93,3,0.00011232499998925505,3,0,9.930400000257578e-05,3,0,9.977499999536121e-05,3,0,9.799600000803821e-05,3,3.322999999966214e-05,3,0,3.424299998755487e-05,3,0,3.096099999311264e-05,3,0,3.0727999998703126e-05
94,37,0.010052532000003112,37,3,0.3166098509999955,,3,0.5363945040000004,71,3,0.37378185699999733,37,0.021608196000002522,38,1,0.0482200889999973,71,0,0.33948115600000506,40,1,0.08495292800000698
95,77,0.053487215000004085,77,17,0.40358736299999975,93,8,0.46409184700000594,93,8,0.4065675819999939,77,0.08510659499999917,128,13,0.6602705680000014,98,5,2.179689398000008,89,4,0.8258157199999943
96,34,0.013854686000001948,,2,0.009866463000008707,40,1,0.47904126599999586,40,1,0.14629307699999572,34,0.00301436499999852,57,9,0.07872940400000061,43,3,0.5424522879999927,54,6,0.1135416670000069
97,60,0.07952035200000296,,4,0.3039350199999973,106,1,0.3255830910000128,62,3,0.200400731000002,60,0.024583745000001045,68,4,0.191025592999992,75,5,1.4596712150000002,67,5,0.4216178459999895
98,,0.11950081199999829,,1,0.0021522830000009208,,1,0.10087913400001014,,1,0.006021298999996816,,2.79750000089507e-05,,1,0.0003662379999980203,,1,0.0002761150000054613,,1,0.00016552900000021964
99,12,0.0014347780000036892,12,0,0.0010445230000044603,12,0,0.5417678179999967,12,0,0.029345079999998802,12,0.0012298230000027388,12,0,0.0015287169999993466,14,0,0.0011452549999972916,14,0,0.00122428400000274
